camn,frame,timestamp,cam_received_timestamp,device_timestamp,block_id,x,y,area,slope,eccentricity,frame_pt_idx,cur_val,mean_val,sumsqf_val
7,8642,NaN,1746558295.8106692,782848428480,8850,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8642,NaN,1746558295.8126433,789327594207,8847,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8642,NaN,1746558295.8173494,769131221850,8858,1098.2572,533.02484,41170.0,0.0010333782,1.3426956,0,5,30.641504,1042.1823
4,8642,NaN,1746558295.8182187,773377787925,8853,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8643,NaN,1746558295.8206944,782858428767,8851,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8643,NaN,1746558295.8225672,789337594494,8848,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8643,NaN,1746558295.8273735,769141222164,8859,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8643,NaN,1746558295.8280835,773387788212,8854,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8644,NaN,1746558295.8306506,782868429054,8852,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8644,NaN,1746558295.8326535,789347594781,8849,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8644,NaN,1746558295.837339,769151222451,8860,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8644,NaN,1746558295.8381689,773397788499,8855,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8645,NaN,1746558295.840658,782878429368,8853,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8645,NaN,1746558295.8426094,789357595095,8850,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8645,NaN,1746558295.8474126,769161222738,8861,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8645,NaN,1746558295.8481722,773407788786,8856,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8646,NaN,1746558295.8506389,782888429655,8854,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8646,NaN,1746558295.8526864,789367595382,8851,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8646,NaN,1746558295.857263,769171223025,8862,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8646,NaN,1746558295.8581505,773417789100,8857,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8647,NaN,1746558295.860668,782898429942,8855,127.25859,615.2746,56058.0,0.040087555,10.904693,0,0,37.596138,1637.6423
5,8647,NaN,1746558295.8625727,789377595669,8852,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
